ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,lower_strata,middle_strata,proletariat,Slaves,Tribesmen,upper_strata,Civilization,Barbarian,NameRef,AraRef
2508,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2508,noregion
2509,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2509,noregion
2510,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2510,noregion
2511,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2511,noregion
2512,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2512,noregion
2513,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2513,noregion
2514,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2514,noregion
2515,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2515,noregion
2516,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2516,noregion
2517,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2517,noregion
2518,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2518,noregion
2519,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2519,noregion
2520,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2520,noregion
2521,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2521,noregion
2522,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2522,noregion
2523,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2523,noregion
2524,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2524,noregion
2525,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2525,noregion
2526,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2526,noregion
2527,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2527,noregion
2528,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2528,noregion
2529,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2529,noregion
2530,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2530,noregion
2531,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2531,noregion
2532,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2532,noregion
2533,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2533,noregion
2534,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2534,noregion
2535,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2535,noregion
2536,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2536,noregion
2537,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2537,noregion
2538,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2538,noregion
2539,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2539,noregion
2540,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2540,noregion
2541,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2541,noregion
2542,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2542,noregion
2543,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2543,noregion
2544,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2544,noregion
2545,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2545,noregion
2546,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2546,noregion
2547,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2547,noregion
2548,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2548,noregion
2549,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2549,noregion
2550,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2550,noregion
2551,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2551,noregion
2552,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2552,noregion
2553,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2553,noregion
2554,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2554,noregion
2555,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2555,noregion
2556,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2556,noregion
2557,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2557,noregion
2558,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2558,noregion
2559,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2559,noregion
2560,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2560,noregion
2561,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2561,noregion
2562,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2562,noregion
2563,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2563,noregion
2564,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2564,noregion
2565,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2565,noregion
2566,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2566,noregion
2567,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2567,noregion
2568,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2568,noregion
2569,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2569,noregion
2570,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2570,noregion
2571,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2571,noregion
2572,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2572,noregion
2573,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2573,noregion
2574,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2574,noregion
2575,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2575,noregion
2576,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2576,noregion
2577,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2577,noregion
2578,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2578,noregion
2579,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2579,noregion
2580,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2580,noregion
2581,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2581,noregion
2582,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2582,noregion
2583,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2583,noregion
2584,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2584,noregion
2585,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2585,noregion
2586,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2586,noregion
2587,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2587,noregion
2588,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2588,noregion
2589,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2589,noregion
2590,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2590,noregion
2591,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2591,noregion
2592,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2592,noregion
2593,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2593,noregion
2594,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2594,noregion
2595,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2595,noregion
2596,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2596,noregion
2597,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2597,noregion
2598,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2598,noregion
2599,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2599,noregion
2600,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2600,noregion
2601,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2601,noregion
2602,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2602,noregion
2603,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2603,noregion
2604,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2604,noregion
2605,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2605,noregion
2606,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2606,noregion
2607,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2607,noregion
2608,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2608,noregion
2609,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2609,noregion
2610,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2610,noregion
2611,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2611,noregion
2612,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2612,noregion
2613,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2613,noregion
2614,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2614,noregion
2615,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2615,noregion
2616,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2616,noregion
2617,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2617,noregion
2618,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2618,noregion
2619,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2619,noregion
2620,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2620,noregion
2621,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2621,noregion
2622,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2622,noregion
2623,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2623,noregion
2624,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2624,noregion
2625,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2625,noregion
2626,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2626,noregion
2627,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2627,noregion
2628,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2628,noregion
2629,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2629,noregion
2630,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2630,noregion
2631,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2631,noregion
2632,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2632,noregion
2633,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2633,noregion
2634,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2634,noregion
2635,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2635,noregion
2636,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2636,noregion
2637,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2637,noregion
2638,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2638,noregion
2639,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2639,noregion
2640,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2640,noregion
2641,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2641,noregion
2642,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2642,noregion
2643,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2643,noregion
2644,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2644,noregion
2645,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2645,noregion
2646,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2646,noregion
2647,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2647,noregion
2648,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2648,noregion
2649,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2649,noregion
2650,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2650,noregion
2651,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2651,noregion
2652,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2652,noregion
2653,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2653,noregion
2654,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2654,noregion
2655,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2655,noregion
2656,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2656,noregion
2657,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2657,noregion
2658,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2658,noregion
2659,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2659,noregion
2660,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2660,noregion
2661,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2661,noregion
2662,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2662,noregion
2663,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2663,noregion
2664,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2664,noregion
2665,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2665,noregion
2666,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2666,noregion
2667,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2667,noregion
2668,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2668,noregion
2669,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2669,noregion
2670,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2670,noregion
2671,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2671,noregion
2672,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2672,noregion
2673,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2673,noregion
2674,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2674,noregion
2675,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2675,noregion
2676,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2676,noregion
2677,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2677,noregion
2678,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2678,noregion
2679,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2679,noregion
2680,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2680,noregion
2681,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2681,noregion
2682,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2682,noregion
2683,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2683,noregion
2684,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2684,noregion
2685,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2685,noregion
2686,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2686,noregion
2687,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2687,noregion
2688,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2688,noregion
2689,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2689,noregion
2690,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2690,noregion
2691,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2691,noregion
2692,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2692,noregion
2693,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2693,noregion
2694,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2694,noregion
2695,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2695,noregion
2696,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2696,noregion
2697,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2697,noregion
2698,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2698,noregion
2699,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2699,noregion
2700,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2700,noregion
2701,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2701,noregion
2702,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2702,noregion
2703,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2703,noregion
2704,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2704,noregion
2705,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2705,noregion
2706,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2706,noregion
2707,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2707,noregion
2708,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2708,noregion
2709,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2709,noregion
2710,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2710,noregion
2711,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2711,noregion
2712,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2712,noregion
2713,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2713,noregion
2714,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2714,noregion
2715,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2715,noregion
2716,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2716,noregion
2717,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2717,noregion
2718,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2718,noregion
2719,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2719,noregion
2720,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2720,noregion
2721,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2721,noregion
2722,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2722,noregion
2723,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2723,noregion
2724,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2724,noregion
2725,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2725,noregion
2726,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2726,noregion
2727,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2727,noregion
2728,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2728,noregion
2729,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2729,noregion
2730,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2730,noregion
2731,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2731,noregion
2732,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2732,noregion
2733,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2733,noregion
2734,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2734,noregion
2735,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2735,noregion
2736,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2736,noregion
2737,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2737,noregion
2738,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2738,noregion
2739,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2739,noregion
2740,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2740,noregion
2741,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2741,noregion
2742,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2742,noregion
2743,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2743,noregion
2744,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2744,noregion
2745,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2745,noregion
2746,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2746,noregion
2747,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2747,noregion
2748,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2748,noregion
2749,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2749,noregion
2750,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2750,noregion
2751,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2751,noregion
2752,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2752,noregion
2753,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2753,noregion
2754,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2754,noregion
2755,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2755,noregion
2756,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2756,noregion
2757,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2757,noregion
2758,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2758,noregion
2759,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2759,noregion
2760,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2760,noregion
2761,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2761,noregion
2762,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2762,noregion
2763,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2763,noregion
2764,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2764,noregion
2765,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2765,noregion
2766,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2766,noregion
2767,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2767,noregion
2768,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2768,noregion
2769,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2769,noregion
2770,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2770,noregion
2771,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2771,noregion
2772,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2772,noregion
2773,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2773,noregion
2774,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2774,noregion
2775,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2775,noregion
2776,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2776,noregion
2777,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2777,noregion
2778,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2778,noregion
2779,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2779,noregion
2780,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2780,noregion
2781,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2781,noregion
2782,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2782,noregion
2783,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2783,noregion
2784,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2784,noregion
2785,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2785,noregion
2786,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2786,noregion
2787,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2787,noregion
2788,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2788,noregion
2789,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2789,noregion
2790,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2790,noregion
2791,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2791,noregion
2792,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2792,noregion
2793,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2793,noregion
2794,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2794,noregion
2795,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2795,noregion
2796,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov2796,noregion
