ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,LowerStrata,MiddleStrata,Proletariat,Slaves,Tribesmen,UpperStrata,Civilization,SettlementRank,NameRef,AraRef,isChanged
1816,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1816,state_715,FALSE
1817,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1817,state_662,FALSE
1818,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1818,state_715,FALSE
1819,finnish,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,Ahvenlampi,Olonets,FALSE
1820,south_italian,catholic,mediterranean_fruit,0,0,8,0,0,0,2,0,39,0,Marsala,Sicilia,FALSE
1821,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Kostroma,state_424,FALSE
1822,south_german,catholic,cloth,0,0,10,7,7,0,0,0,39,0,Tirschenreuth,Lower Bavaria,FALSE
1823,french,catholic,cloth,0,0,38,2,0,0,0,2,39,0,Troyes,Champagne-Ardenne,FALSE
1824,north_german,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Trier,state_225,FALSE
1825,lithuanian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV1825,state_119,FALSE
1826,armenian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1826,state_90,FALSE
1827,finnish,protestant,cloth,0,0,2,0,0,0,0,0,40,0,Lieksa,Savo,FALSE
1828,russian,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1828,state_313,FALSE
1829,ukrainian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,Kursk,state_278,FALSE
1830,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1830,state_31,FALSE
1831,polish,catholic,livestock,0,0,9,2,2,0,0,3,40,0,Siedlce,Podlaskie,TRUE
1832,samoyed,mari,cloth,0,0,0,0,0,0,0,0,39,0,PROV1832,state_589,FALSE
1833,gujarati,hindu,cloth,0,0,41,5,2,0,10,0,40,0,PROV1833,state_473,FALSE
1834,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1834,state_616,FALSE
1835,polish,catholic,grain,0,0,9,0,0,0,0,2,40,0,Ostrołęka,Płockie,TRUE
1836,castilian,catholic,cloth,0,0,4,0,0,0,0,0,39,0,Miajadas,Extremadura,FALSE
1837,sumatran,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1837,state_251,FALSE
1838,moroccan,sunni,cloth,0,0,7,0,0,0,2,0,39,0,El Hoceima,Plazas de Soberania,FALSE
1839,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1839,state_90,FALSE
1840,han,confucianism,cloth,0,0,7,0,0,0,0,0,39,0,Qingyang,state_5,FALSE
1841,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1841,state_509,FALSE
1842,icelandic,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Vik i Myrdal,state_120,FALSE
1843,fulani,serer,cloth,0,0,2,0,0,7,18,0,40,0,Mamou,Guinea,FALSE
1844,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,Corum,state_509,FALSE
1845,yankee,protestant,cloth,0,0,0,0,0,0,0,0,40,0,Foxcroft,Maine,FALSE
1846,gujarati,hindu,cloth,0,0,44,5,1,0,8,0,40,0,Rajkot,state_473,FALSE
1847,sibir,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1847,state_252,FALSE
1848,portuguese,catholic,mediterranean_fruit,0,0,7,2,3,0,0,1,39,0,Arraiolos,Algarve,FALSE
1849,afro_caribbean,protestant,cloth,0,0,2,0,0,0,0,0,40,0,Freeport,state_351,FALSE
1850,roman,mana,cloth,0,0,0,0,0,0,0,0,40,0,Lamassa,state_144,FALSE
1851,tibetan,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1851,state_561,FALSE
1852,roman,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1852,state_575,FALSE
1853,moroccan,sunni,cloth,0,0,5,0,0,0,3,0,39,0,Rabat,Fes-Meknes,FALSE
1854,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Sao Luis,state_748,FALSE
1855,kashmiri,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1855,state_588,FALSE
1856,bornean,sunni,cloth,0,0,0,0,0,0,0,0,39,0,Sibu,state_439,FALSE
1857,dixie,evangelical,cloth,0,0,0,0,0,0,0,0,40,0,Chattanooga,state_135,FALSE
1858,tlingit,inuit,cloth,0,0,0,0,0,0,0,0,40,0,PROV1858,state_711,FALSE
1859,quebecois,catholic,cloth,0,0,3,1,0,0,0,0,40,0,Pointe-Lévy,Saint-Laurent,FALSE
1860,tigre,sunni,cloth,0,0,2,0,0,0,6,0,40,0,PROV1860,state_503,FALSE
1861,kazakh,sunni,cloth,0,0,0,0,0,0,1,0,39,0,PROV1861,state_252,FALSE
1862,omaha,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1862,state_531,FALSE
1863,hakka,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV1863,state_654,FALSE
1864,chipewyan,inuit,cloth,0,0,0,0,0,0,1,0,40,0,Frog Portage,Saskatchewan,FALSE
1865,roman,zanahary,cloth,0,0,1,0,0,8,17,0,40,0,PROV1865,state_67,FALSE
1866,caddo,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1866,state_244,FALSE
1867,nubian,sunni,cloth,0,0,3,0,0,0,1,0,40,0,Kassala,state_783,FALSE
1868,roman,roman_pantheon,cloth,0,0,0,0,0,0,0,0,40,0,PROV1868,spare_state,FALSE
1869,samoyed,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1869,state_265,FALSE
1870,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1870,state_436,FALSE
1871,polish,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV1871,state_476,FALSE
1872,south_german,catholic,cloth,0,0,9,11,11,1,0,7,39,0,Nuremberg,Franconia,FALSE
1873,north_german,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Stolp,state_280,FALSE
1874,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1874,state_255,FALSE
1875,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1875,state_469,FALSE
1876,ukrainian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV1876,state_719,FALSE
1877,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Mariestad,state_470,FALSE
1878,occitan,catholic,cloth,0,0,12,1,0,0,0,0,39,0,Apt,Provence,FALSE
1879,estonian,protestant,cloth,0,0,5,1,0,0,0,0,39,0,Arensburg,state_347,FALSE
1880,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV1880,state_610,FALSE
1881,occitan,catholic,cloth,0,0,14,1,0,0,0,0,39,0,Le Vigan,Languedoc-Roussillon,FALSE
1882,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1882,state_558,FALSE
1883,occitan,catholic,cloth,0,0,20,3,6,0,0,1,39,0,Le Puy,Auvergne,FALSE
1884,south_german,catholic,cloth,0,0,8,4,4,1,0,0,39,0,Rothenburg,Franconia,FALSE
1885,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,Kochi,state_611,FALSE
1886,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1886,state_308,FALSE
1887,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1887,state_234,FALSE
1888,crimean,orthodox,cloth,0,0,0,0,0,0,0,0,40,0,PROV1888,state_283,FALSE
1889,marathi,hindu,cloth,0,0,192,0,16,0,92,0,40,0,PROV1889,state_768,FALSE
1890,estonian,protestant,cloth,0,0,10,0,0,0,0,0,39,0,Haapsalu,state_347,FALSE
1891,uzbek,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1891,state_363,FALSE
1892,marathi,hindu,cloth,0,0,180,0,16,0,92,0,40,0,PROV1892,state_768,FALSE
1893,vietnamese,linh,cloth,0,0,0,0,0,0,0,0,40,0,PROV1893,state_299,FALSE
1894,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV1894,state_610,FALSE
1895,shan,linh,cloth,0,0,0,0,0,0,0,0,40,0,PROV1895,state_585,FALSE
1896,occitan,catholic,cloth,0,0,36,2,0,0,0,2,39,0,Saint-Flour,Auvergne,FALSE
1897,sundanese,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1897,state_279,FALSE
1898,japanese,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,PROV1898,state_611,FALSE
1899,yakut,tengri,cloth,0,0,0,0,0,0,0,0,40,0,PROV1899,state_665,FALSE
1900,jin,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV1900,state_393,FALSE
1901,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1901,state_234,FALSE
1902,punjabi,hindu,cloth,0,0,51,5,1,0,4,0,40,0,PROV1902,state_441,FALSE
1903,hassaniyya,serer,cloth,0,0,2,0,0,8,17,0,40,0,Sélibaby,Mauritania,FALSE
1904,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV1904,state_447,FALSE
1905,dolgan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1905,state_404,FALSE
1906,han,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,Hainan,state_122,FALSE
1907,fulani,sunni,cloth,0,0,3,0,0,2,18,0,40,0,Wa,Ghana,FALSE
1908,burmese,theravada,cloth,0,0,1,0,0,0,6,0,39,0,PROV1908,state_112,FALSE
1909,oroqen,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,Hulun Buir,state_599,FALSE
1910,karen,linh,cloth,0,0,0,0,0,0,5,0,39,0,Naypyidaw,state_112,FALSE
1911,tswana,bantu,cloth,0,0,0,0,0,0,9,0,40,0,PROV1911,state_643,FALSE
1912,ping,linh,cloth,0,0,24,1,1,0,0,1,39,0,PROV1912,state_405,FALSE
1913,sundanese,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1913,state_279,FALSE
1914,aonikenk,tain_feyentun,livestock,0,0,0,0,0,0,1,0,40,0,Gastre,Chubut,TRUE
1915,shan,theravada,cloth,0,0,0,0,0,0,0,0,40,0,PROV1915,state_585,FALSE
1916,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV1916,state_603,FALSE
1917,punjabi,sikhism,cloth,0,0,5,0,0,0,4,0,40,0,Lahore,state_201,FALSE
1918,dolgan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1918,state_195,FALSE
1919,malinke,serer,cloth,0,0,2,0,0,4,17,0,40,0,Odienné,Ivory Coast,FALSE
1920,tigre,coptic,cloth,0,0,2,0,0,2,13,0,40,0,Mek’ele,state_199,FALSE
1921,manchu,mahayana,cloth,0,0,24,1,1,0,0,1,39,0,PROV1921,state_3,FALSE
1922,nubian,sunni,cloth,0,0,3,0,0,2,13,0,40,0,PROV1922,state_783,FALSE
1923,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV1923,state_748,FALSE
1924,sami,orthodox,cloth,0,0,0,0,0,0,0,0,40,0,PROV1924,state_123,FALSE
1925,tupi,pagelanca,vegetables,0,0,0,0,0,0,1,0,39,0,Rondonia,Mato Grosso,TRUE
1926,polish,catholic,grain,0,0,3,0,0,0,0,0,40,0,Lipsk,Augustowskie,TRUE
1927,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1927,state_124,FALSE
1928,sidamic,coptic,cloth,0,0,1,0,0,8,13,0,39,0,PROV1928,state_199,FALSE
1929,north_german,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Wuppertal,state_763,FALSE
1930,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Joschkar-Ola 381,state_255,FALSE
1931,sami,protestant,cloth,0,0,0,0,0,0,0,0,40,0,PROV1931,state_96,FALSE
1932,czech,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1932,state_749,FALSE
1933,occitan,catholic,cloth,0,0,18,4,3,0,0,1,39,0,Mirande,Foix,FALSE
1934,czech,evangelical,cloth,0,0,0,0,0,0,0,0,39,0,Neuhaus,state_749,FALSE
1935,south_german,catholic,cloth,0,0,10,15,12,0,0,3,39,0,Heidenheim,Baden-Wurttemberg,FALSE
1936,polish,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV1936,state_171,FALSE
1937,manchu,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1937,state_788,FALSE
1938,samoyed,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1938,state_589,FALSE
1939,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1939,state_216,FALSE
1940,north_german,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Bonn,state_763,FALSE
1941,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,PROV1941,state_348,FALSE
1942,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV1942,state_5,FALSE
1943,russian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV1943,state_425,FALSE
1944,0,0,0,0,0,0,0,0,0,0,0,1,0,PROV1944,0,FALSE
1945,tagalog,catholic,cloth,0,0,0,0,0,0,0,0,39,0,San Fernando,state_438,FALSE
1946,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,PROV1946,state_348,FALSE
1947,russian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV1947,state_689,FALSE
1948,castilian,catholic,cloth,0,0,7,2,0,0,0,0,39,0,Campana,Seville,FALSE
1949,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1949,state_215,FALSE
1950,south_german,catholic,cloth,0,0,10,11,8,0,0,5,39,0,Mannheim,Baden-Wurttemberg,FALSE
1951,japanese,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,Kurume,state_418,FALSE
1952,korean,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1952,state_602,FALSE
1953,avar,orthodox,cloth,0,0,0,0,0,0,0,0,40,0,PROV1953,state_264,FALSE
1954,manchu,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1954,state_173,FALSE
1955,altai,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1955,state_769,FALSE
1956,armenian,orthodox,cloth,0,0,0,0,0,0,0,0,40,0,PROV1956,state_40,FALSE
1957,manchu,mahayana,cloth,0,0,1555,52,52,0,0,69,39,0,PROV1957,state_173,FALSE
1958,pashtun,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1958,state_392,FALSE
1959,tagalog,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV1959,state_438,FALSE
1960,pawnee,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1960,state_66,FALSE
1961,castilian,catholic,cloth,0,0,4,0,0,0,0,0,39,0,Monesterio,Extremadura,FALSE
1962,colombian,catholic,tropical_fruit,0,0,2,0,0,0,0,0,40,0,Tolé,Panama,TRUE
1963,salish,waashat,cloth,0,0,0,0,0,0,1,0,40,0,Powell River,Columbia,FALSE
1964,bedouin,wahhabi,cloth,0,0,0,0,0,0,0,0,39,0,PROV1964,state_63,FALSE
1965,thai,linh,cloth,0,0,24,1,1,0,0,1,39,0,PROV1965,state_703,FALSE
1966,japanese,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,PROV1966,state_418,FALSE
1967,maori,rangi,cloth,0,0,0,0,0,0,0,0,40,0,PROV1967,state_459,FALSE
1968,ngbandi,bantu,cloth,0,0,1,0,0,0,15,0,40,0,PROV1968,state_126,FALSE
1969,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV1969_latin,state_315,FALSE
1970,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV1970,state_284,FALSE
1971,altai,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV1971,state_310,FALSE
1972,azeri,shiite,cloth,0,0,0,0,0,0,0,0,39,0,PROV1972,state_74,FALSE
1973,fang,bantu,cloth,0,0,0,0,0,0,18,0,40,0,PROV1973,state_127,FALSE
1974,arapaho,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1974,state_66,FALSE
1975,iowa,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1975,state_723,FALSE
1976,vietnamese,theravada,cloth,0,0,12,0,0,0,0,0,40,0,Krong Ana,state_735,FALSE
1977,omaha,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV1977,state_723,FALSE
1978,roman,tain_feyentun,cloth,0,0,0,0,0,0,0,0,40,0,South Georgia,state_128,FALSE
1979,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV1979,state_276,FALSE
1980,yoruba,dahoman,cloth,0,0,4,0,0,2,29,0,40,0,Ìbàdàn,Nigeria,FALSE
1981,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Kristianstad,state_512,FALSE
1982,danish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Aarhus,state_541,FALSE
1983,russian,orthodox,cloth,0,0,3,0,0,0,0,0,39,0,PROV1983,state_134,FALSE
1984,ukrainian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV1984,state_596,FALSE
1985,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1985,state_797,FALSE
1986,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Malung,state_715,FALSE
1987,circassian,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV1987,state_131,FALSE
1988,north_german,catholic,cloth,0,0,13,10,12,0,0,3,39,0,Leipzig,Saxony,FALSE
1989,danish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,Herning,state_541,FALSE
1990,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV1990,state_149,FALSE
1991,sami,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV1991,state_461,FALSE
1992,korean,mahayana,cloth,0,0,35,2,0,0,0,1,40,0,Kaesong,state_717,FALSE
1993,castilian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Trespaderne,state_129,FALSE
1994,asturian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Cazo,León,FALSE
1995,sukuma,bantu,cloth,0,0,2,0,0,0,8,0,40,0,PROV1995,state_126,FALSE
1996,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Baranawitschy,state_797,FALSE
1997,korean,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV1997,state_173,FALSE
1998,tagalog,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Roxas,state_130,FALSE
1999,north_german,protestant,cloth,0,0,7,5,4,0,0,1,39,0,Jena,Thuringia,FALSE
2000,sefwi,akan,cloth,0,0,4,0,0,0,17,0,40,0,Nkroful,Ghana,FALSE
2001,azeri,shiite,cloth,0,0,0,0,0,0,0,0,40,0,PROV2001,state_264,FALSE
2002,vietnamese,theravada,cloth,0,0,11,1,0,0,0,0,40,0,Vüng Tau,state_735,FALSE
2003,circassian,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV2003,state_131,FALSE
2004,tagalog,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Manila,state_261,FALSE
2005,korean,mahayana,cloth,0,0,30,1,0,0,0,1,40,0,Songnim,state_717,FALSE
2006,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV2006,state_603,FALSE
2007,castilian,catholic,cloth,0,0,9,1,0,0,0,1,39,0,Montilla,Seville,FALSE
2008,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2008,state_573,FALSE
2009,egyptian_arabic,sunni,cloth,0,0,5,0,0,0,1,0,39,0,PROV2009,state_485,FALSE
2010,tuvan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2010,state_132,FALSE
2011,egyptian_arabic,sunni,cloth,0,0,0,0,0,0,3,0,39,0,PROV2011,state_731,FALSE
2012,manchu,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV2012,state_173,FALSE
2013,persian,shiite,cloth,0,0,1,0,0,0,2,0,40,0,Kish,state_600,FALSE
2014,tuvan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2014,state_132,FALSE
2015,egyptian_arabic,sunni,cloth,0,0,0,0,0,0,4,0,39,0,PROV2015,state_595,FALSE
2016,tuvan,tengri,cloth,0,0,0,0,0,0,0,0,39,0,PROV2016,state_669,FALSE
2017,azeri,shiite,cloth,0,0,0,0,0,0,0,0,40,0,PROV2017,state_165,FALSE
2018,banjar,hindu,cloth,0,0,0,0,0,0,0,0,39,0,PROV2018,state_139,FALSE
2019,vietnamese,theravada,cloth,0,0,4,0,0,0,0,0,40,0,Gia Lai,state_735,FALSE
2020,arapaho,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV2020,state_670,FALSE
2021,brazilian,catholic,stone,0,0,2,0,0,0,0,0,40,0,Caçapava do Sul,Rio Grande do Sul,TRUE
2022,sulawesi,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2022,state_634,FALSE
2023,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2023,state_573,FALSE
2024,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV2024,state_626,FALSE
2025,bedouin,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV2025,state_63,FALSE
2026,tuvan,tengri,cloth,0,0,0,0,0,0,0,0,39,0,PROV2026,state_362,FALSE
2027,maasai,kenyan,cloth,0,0,3,0,0,8,16,0,40,0,PROV2027,state_489,FALSE
2028,brazilian,catholic,vegetables,0,0,2,0,0,0,0,0,40,0,Óbidos,Pará,TRUE
2029,ute,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV2029,state_680,FALSE
2030,tupi,catimbo,hardwood,0,0,0,0,0,0,8,0,40,0,Putumayo,Amazonas de Ecuador,TRUE
2031,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV2031,state_436,FALSE
2032,chiricahua,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV2032,state_762,FALSE
2033,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2033,state_682,FALSE
2034,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2034,state_683,FALSE
2035,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2035,state_89,FALSE
2036,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Obinsk,state_443,FALSE
2037,norwegian,protestant,cloth,0,0,0,0,0,0,0,0,40,0,Bronoysund,state_332,FALSE
2038,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2038,state_469,FALSE
2039,galician,catholic,cloth,0,0,9,1,1,0,0,0,39,0,O Barco,Galicia,FALSE
2040,ede,dahoman,cloth,0,0,3,0,0,2,23,0,39,0,Dambai,Ghana,FALSE
2041,south_german,catholic,cloth,0,0,10,7,9,0,0,5,39,0,Regensburg,Lower Bavaria,FALSE
2042,ukrainian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV2042,state_134,FALSE
2043,catalan,catholic,cloth,0,0,7,3,2,0,0,1,39,0,Lloret de Mar,Catalonia,FALSE
2044,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2044,state_424,FALSE
2045,pontic,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Rize,state_90,FALSE
2046,algerian,sunni,cloth,0,0,2,0,0,0,5,0,39,0,PROV2046,state_254,FALSE
2047,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2047,state_684,FALSE
2048,bisayan,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV2048,state_736,FALSE
2049,algerian,sunni,cloth,0,0,3,0,0,0,3,0,39,0,PROV2049,state_254,FALSE
2050,dixie,evangelical,cloth,0,0,2,1,0,0,0,0,40,0,Lumberton,North Carolina,FALSE
2051,huron,waashat,cloth,0,0,0,0,0,0,1,0,40,0,Cartier,Northern Ontario,FALSE
2052,south_german,catholic,cloth,0,0,7,11,8,0,0,3,39,0,Ingolstadt,Upper Bavaria,FALSE
2053,losengo,bantu,cloth,0,0,2,0,0,0,14,0,40,0,PROV2053,state_167,FALSE
2054,castilian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Morella,Aragón,FALSE
2055,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV2055,state_393,FALSE
2056,dixie,evangelical,cloth,0,0,0,0,0,0,0,0,40,0,PROV2056,state_135,FALSE
2057,circassian,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV2057,state_131,FALSE
2058,sibir,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV2058,state_252,FALSE
2059,iraqi,sunni,cloth,0,0,2,0,0,0,0,0,39,0,PROV2059,state_483,FALSE
2060,dixie,evangelical,cloth,0,0,4,1,0,0,0,0,40,0,Martinsville,Virginia,FALSE
2061,bisayan,hindu,cloth,0,0,0,0,0,0,0,0,40,0,PROV2061,state_736,FALSE
2062,uighur,sunni,cloth,0,0,0,0,0,0,1,0,39,0,PROV2062,state_651,FALSE
2063,dixie,evangelical,cloth,0,0,3,2,0,0,0,1,40,0,Charlotte,North Carolina,FALSE
2064,rankulche,tain_feyentun,livestock,0,0,0,0,0,0,4,0,40,0,Dolores,Buenos Aires,TRUE
2065,yurok,earth_lodge,cloth,0,0,0,0,0,0,0,0,40,0,PROV2065,state_28,FALSE
2066,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Villahermosa,state_604,FALSE
2067,chipewyan,inuit,cloth,0,0,0,0,0,0,1,0,40,0,Jasper,Alberta,FALSE
2068,okinawan,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,Tokunoshima,state_42,FALSE
2069,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Veracruz,state_136,FALSE
2070,yurok,earth_lodge,cloth,0,0,0,0,0,0,0,0,40,0,PROV2070,state_28,FALSE
2071,bedouin,wahhabi,cloth,0,0,0,0,0,0,2,0,39,0,PROV2071,state_17,FALSE
2072,hassaniyya,sunni,cloth,0,0,0,0,0,2,8,0,40,0,Nouakchott,Mauritania,FALSE
2073,osage,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV2073,state_183,FALSE
2074,peruvian,catholic,rubber,0,0,2,0,0,0,0,0,40,0,Cobija,Beni y Pando,TRUE
2075,uighur,sunni,cloth,0,0,0,0,0,0,1,0,39,0,PROV2075,state_271,FALSE
2076,apache,waashat,cloth,0,0,0,0,0,0,0,0,40,0,Glendale,state_137,FALSE
2077,rankulche,tain_feyentun,livestock,0,0,0,0,0,0,1,0,40,0,Tandil,Buenos Aires,TRUE
2078,jin,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV2078,state_548,FALSE
2079,serer,sunni,cloth,0,0,3,0,0,4,27,0,40,0,Thiès,Senegal,FALSE
2080,peruvian,catholic,livestock,0,0,10,0,0,0,0,0,40,0,Azángaro,Atacama de Peru,TRUE
2081,damara,khoi-san,cloth,0,0,0,0,0,0,0,0,40,0,PROV2081,state_189,FALSE
2082,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2082,state_672,FALSE
2083,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV2083,state_475,FALSE
2084,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV2084,state_461,FALSE
2085,south_german,catholic,cloth,0,0,8,10,7,0,0,2,39,0,Landshut,Upper Bavaria,FALSE
2086,russian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV2086,state_785,FALSE
